tDocumento;tCorrelativo;tTurno;tTipoPago;tOtroTipoPago;tMoneda;nTipoCambio;nMonto;nVuelto;nPropina;tTarjeta;tReferencia;tBanco;tNumero;tFechaVencimiento;tObservacion;tUsuario;fRegistro;fDiaContable;tCodigoPedido
2500030871;1;;2;NULL;1;4;38,8;NULL;0;7;WS;NULL;2210906225;;NULL;WSInforest;24/04/2025 19:38;24/04/2025 19:38;2500030871
2500030870;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2210905711;;NULL;WSInforest;24/04/2025 19:34;24/04/2025 19:34;2500030870
2500030866;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2210904244;;NULL;WSInforest;24/04/2025 19:23;24/04/2025 19:23;2500030866
2500030862;1;;2;NULL;1;4;29,9;NULL;0;9;WS;NULL;1530325865;;NULL;WSInforest;24/04/2025 19:18;24/04/2025 19:18;2500030862
2500030859;1;;2;NULL;1;4;67,6;NULL;0;7;WS;NULL;2210902616;;NULL;WSInforest;24/04/2025 19:11;24/04/2025 19:11;2500030859
2500030854;1;;2;NULL;1;4;48,8;NULL;0;7;WS;NULL;2210900913;;NULL;WSInforest;24/04/2025 18:58;24/04/2025 18:58;2500030854
2500030853;1;;2;NULL;1;4;109;NULL;0;7;WS;NULL;2210900851;;NULL;WSInforest;24/04/2025 18:57;24/04/2025 18:57;2500030853
2500030851;1;;2;NULL;1;4;33,8;NULL;0;9;WS;NULL;1530271694;;NULL;WSInforest;24/04/2025 18:47;24/04/2025 18:47;2500030851
2500030848;1;;2;NULL;1;4;24,9;NULL;0;7;WS;NULL;2210899233;;NULL;WSInforest;24/04/2025 18:42;24/04/2025 18:42;2500030848
2500030846;1;;2;NULL;1;4;29,9;NULL;0;9;WS;NULL;1530262673;;NULL;WSInforest;24/04/2025 18:40;24/04/2025 18:40;2500030846
2500030844;1;;2;NULL;1;4;52;NULL;0;7;WS;NULL;2210898515;;NULL;WSInforest;24/04/2025 18:35;24/04/2025 18:35;2500030844
2500030840;1;;2;NULL;1;4;59,8;NULL;0;7;WS;NULL;2210898046;;NULL;WSInforest;24/04/2025 18:30;24/04/2025 18:30;2500030840
2500030839;1;;2;NULL;1;4;109;NULL;0;17;WS;NULL;4045;;NULL;WSInforest;24/04/2025 18:27;24/04/2025 18:27;2500030839
2500030836;1;;2;NULL;1;4;259;NULL;0;17;WS;NULL;9358;;NULL;WSInforest;24/04/2025 18:24;24/04/2025 18:24;2500030836
2500030834;1;;2;NULL;1;4;84,9;NULL;0;7;WS;NULL;2210897283;;NULL;WSInforest;24/04/2025 18:22;24/04/2025 18:22;2500030834
2500030831;1;;2;NULL;1;4;64,8;NULL;0;7;WS;NULL;2210896799;;NULL;WSInforest;24/04/2025 18:16;24/04/2025 18:16;2500030831
2500030830;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2210896776;;NULL;WSInforest;24/04/2025 18:16;24/04/2025 18:16;2500030830
2500030829;1;;2;NULL;1;4;32,8;NULL;0;7;WS;NULL;2210896533;;NULL;WSInforest;24/04/2025 18:13;24/04/2025 18:13;2500030829
2500030827;1;;2;NULL;1;4;49,9;NULL;0;9;WS;NULL;1530216919;;NULL;WSInforest;24/04/2025 18:09;24/04/2025 18:09;2500030827
2500030822;1;;2;NULL;1;4;35;NULL;0;7;WS;NULL;2210895591;;NULL;WSInforest;24/04/2025 18:02;24/04/2025 18:02;2500030822
2500030820;1;;2;NULL;1;4;55,9;NULL;0;17;WS;NULL;3735;;NULL;WSInforest;24/04/2025 18:01;24/04/2025 18:01;2500030820
2500030817;1;;2;NULL;1;4;145;NULL;0;7;WS;NULL;2210894826;;NULL;WSInforest;24/04/2025 17:52;24/04/2025 17:52;2500030817
2500030814;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2210894572;;NULL;WSInforest;24/04/2025 17:49;24/04/2025 17:49;2500030814
2500030812;1;;2;NULL;1;4;59,9;NULL;0;7;WS;NULL;2210894239;;NULL;WSInforest;24/04/2025 17:44;24/04/2025 17:44;2500030812
2500030811;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2210893956;;NULL;WSInforest;24/04/2025 17:40;24/04/2025 17:40;2500030811
2500030810;1;;2;NULL;1;4;25,9;NULL;0;7;WS;NULL;2210893767;;NULL;WSInforest;24/04/2025 17:38;24/04/2025 17:38;2500030810
2500030808;1;;2;NULL;1;4;59,5;NULL;0;7;WS;NULL;2210893245;;NULL;WSInforest;24/04/2025 17:32;24/04/2025 17:32;2500030808
2500030806;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2210893064;;NULL;WSInforest;24/04/2025 17:29;24/04/2025 17:29;2500030806
2500030804;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2210892833;;NULL;WSInforest;24/04/2025 17:25;24/04/2025 17:25;2500030804
2500030794;1;;2;NULL;1;4;33,8;NULL;0;7;WS;NULL;2210891356;;NULL;WSInforest;24/04/2025 17:03;24/04/2025 17:03;2500030794
2500030791;1;;2;NULL;1;4;32;NULL;0;7;WS;NULL;2210890178;;NULL;WSInforest;24/04/2025 16:45;24/04/2025 16:45;2500030791
2500030788;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2210889252;;NULL;WSInforest;24/04/2025 16:31;24/04/2025 16:31;2500030788
2500030786;1;;2;NULL;1;4;32;NULL;0;7;WS;NULL;2210888993;;NULL;WSInforest;24/04/2025 16:28;24/04/2025 16:28;2500030786
2500030781;1;;2;NULL;1;4;70;NULL;0;7;WS;NULL;2210888193;;NULL;WSInforest;24/04/2025 16:14;24/04/2025 16:14;2500030781
2500030780;1;;2;NULL;1;4;32;NULL;0;7;WS;NULL;2210888054;;NULL;WSInforest;24/04/2025 16:12;24/04/2025 16:12;2500030780
2500030778;1;;2;NULL;1;4;109;NULL;0;7;WS;NULL;2210887875;;NULL;WSInforest;24/04/2025 16:10;24/04/2025 16:10;2500030778
2500030777;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2210887760;;NULL;WSInforest;24/04/2025 16:08;24/04/2025 16:08;2500030777
2500030770;1;;2;NULL;1;4;99,6;NULL;0;9;WS;NULL;1530089355;;NULL;WSInforest;24/04/2025 15:55;24/04/2025 15:55;2500030770
2500030769;1;;2;NULL;1;4;33,8;NULL;0;7;WS;NULL;2210886837;;NULL;WSInforest;24/04/2025 15:55;24/04/2025 15:55;2500030769
2500030768;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2210886731;;NULL;WSInforest;24/04/2025 15:53;24/04/2025 15:53;2500030768
2500030763;1;;2;NULL;1;4;52;NULL;0;7;WS;NULL;2210886349;;NULL;WSInforest;24/04/2025 15:47;24/04/2025 15:47;2500030763
2500030752;1;;2;NULL;1;4;25;NULL;0;7;WS;NULL;2210884173;;NULL;WSInforest;24/04/2025 15:15;24/04/2025 15:15;2500030752
2500030751;1;;2;NULL;1;4;58;NULL;0;17;WS;NULL;5114;;NULL;WSInforest;24/04/2025 15:10;24/04/2025 15:10;2500030751
2500030748;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2210883120;;NULL;WSInforest;24/04/2025 14:59;24/04/2025 14:59;2500030748
2500030747;1;;2;NULL;1;4;32;NULL;0;7;WS;NULL;2210883115;;NULL;WSInforest;24/04/2025 14:59;24/04/2025 14:59;2500030747
2500030746;1;;2;NULL;1;4;30,9;NULL;0;17;WS;NULL;6773;;NULL;WSInforest;24/04/2025 14:58;24/04/2025 14:58;2500030746
2500030738;1;;2;NULL;1;4;16,9;NULL;0;9;WS;NULL;1530083715;;NULL;WSInforest;24/04/2025 14:45;24/04/2025 14:45;2500030738
2500030735;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2210881581;;NULL;WSInforest;24/04/2025 14:37;24/04/2025 14:37;2500030735
2500030734;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2210881168;;NULL;WSInforest;24/04/2025 14:31;24/04/2025 14:31;2500030734
2500030733;1;;2;NULL;1;4;55,9;NULL;0;17;WS;NULL;3238;;NULL;WSInforest;24/04/2025 14:26;24/04/2025 14:26;2500030733
2500030732;1;;2;NULL;1;4;50,7;NULL;0;7;WS;NULL;2210880594;;NULL;WSInforest;24/04/2025 14:24;24/04/2025 14:24;2500030732
2500030731;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2210880593;;NULL;WSInforest;24/04/2025 14:24;24/04/2025 14:24;2500030731
2500030729;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2210880270;;NULL;WSInforest;24/04/2025 14:19;24/04/2025 14:19;2500030729
2500030726;1;;2;NULL;1;4;66;NULL;0;17;WS;NULL;3679;;NULL;WSInforest;24/04/2025 14:10;24/04/2025 14:10;2500030726
2500030724;1;;2;NULL;1;4;39,8;NULL;0;9;WS;NULL;1530015829;;NULL;WSInforest;24/04/2025 14:03;24/04/2025 14:03;2500030724
2500030722;1;;2;NULL;1;4;18;NULL;0;9;WS;NULL;1530015712;;NULL;WSInforest;24/04/2025 14:01;24/04/2025 14:01;2500030722
2500030720;1;;2;NULL;1;4;115;NULL;0;17;WS;NULL;9527;;NULL;WSInforest;24/04/2025 13:59;24/04/2025 13:59;2500030720
2500030713;1;;2;NULL;1;4;22,9;NULL;0;17;WS;NULL;823;;NULL;WSInforest;24/04/2025 13:41;24/04/2025 13:41;2500030713
2500030712;1;;2;NULL;1;4;122,7;NULL;0;7;WS;NULL;2210876202;;NULL;WSInforest;24/04/2025 13:34;24/04/2025 13:34;2500030712
2500030710;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2210875714;;NULL;WSInforest;24/04/2025 13:29;24/04/2025 13:29;2500030710
2500030705;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2210874511;;NULL;WSInforest;24/04/2025 13:18;24/04/2025 13:18;2500030705
2500030700;1;;2;NULL;1;4;29,9;NULL;0;9;WS;NULL;1529977952;;NULL;WSInforest;24/04/2025 13:13;24/04/2025 13:13;2500030700
2500030699;1;;2;NULL;1;4;29,9;NULL;0;9;WS;NULL;1529978027;;NULL;WSInforest;24/04/2025 13:13;24/04/2025 13:13;2500030699
2500030692;1;;2;NULL;1;4;32;NULL;0;7;WS;NULL;2210873195;;NULL;WSInforest;24/04/2025 13:05;24/04/2025 13:05;2500030692
2500030688;1;;2;NULL;1;4;94,7;NULL;0;7;WS;NULL;2210872657;;NULL;WSInforest;24/04/2025 13:01;24/04/2025 13:01;2500030688
2500030687;1;;2;NULL;1;4;115;NULL;0;17;WS;NULL;9878;;NULL;WSInforest;24/04/2025 13:00;24/04/2025 13:00;2500030687
2500030686;1;;2;NULL;1;4;155,7;NULL;0;17;WS;NULL;9098;;NULL;WSInforest;24/04/2025 12:59;24/04/2025 12:59;2500030686
2500030685;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2210872349;;NULL;WSInforest;24/04/2025 12:58;24/04/2025 12:58;2500030685
2500030684;1;;2;NULL;1;4;55,9;NULL;0;17;WS;NULL;733;;NULL;WSInforest;24/04/2025 12:56;24/04/2025 12:56;2500030684
2500030679;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2210870729;;NULL;WSInforest;24/04/2025 12:42;24/04/2025 12:42;2500030679
2500030678;1;;2;NULL;1;4;133,4;NULL;0;7;WS;NULL;2210870460;;NULL;WSInforest;24/04/2025 12:40;24/04/2025 12:40;2500030678
2500030676;1;;2;NULL;1;4;115;NULL;0;17;WS;NULL;4956;;NULL;WSInforest;24/04/2025 12:37;24/04/2025 12:37;2500030676
2500030673;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2210869582;;NULL;WSInforest;24/04/2025 12:32;24/04/2025 12:32;2500030673
2500030671;1;;2;NULL;1;4;115;NULL;0;17;WS;NULL;3775;;NULL;WSInforest;24/04/2025 12:21;24/04/2025 12:21;2500030671
2500030670;1;;2;NULL;1;4;71,8;NULL;0;7;WS;NULL;2210867432;;NULL;WSInforest;24/04/2025 12:13;24/04/2025 12:13;2500030670
2500030667;1;;2;NULL;1;4;29,9;NULL;0;9;WS;NULL;1529896991;;NULL;WSInforest;24/04/2025 12:09;24/04/2025 12:09;2500030667
2500030666;1;;2;NULL;1;4;40,7;NULL;0;7;WS;NULL;2210866516;;NULL;WSInforest;24/04/2025 12:04;24/04/2025 12:04;2500030666
2500030665;1;;2;NULL;1;4;55,9;NULL;0;17;WS;NULL;8098;;NULL;WSInforest;24/04/2025 12:01;24/04/2025 12:01;2500030665
2500030664;1;;2;NULL;1;4;55,9;NULL;0;17;WS;NULL;8098;;NULL;WSInforest;24/04/2025 12:01;24/04/2025 12:01;2500030664
2500030658;1;;2;NULL;1;4;35;NULL;0;7;WS;NULL;2210864826;;NULL;WSInforest;24/04/2025 11:36;24/04/2025 11:36;2500030658
2500030654;1;;2;NULL;1;4;69,8;NULL;0;7;WS;NULL;2210864171;;NULL;WSInforest;24/04/2025 11:23;24/04/2025 11:23;2500030654
2500030645;1;;2;NULL;1;4;26;NULL;0;7;WS;NULL;2210863297;;NULL;WSInforest;24/04/2025 11:05;24/04/2025 11:05;2500030645
2500030642;1;;2;NULL;1;4;58;NULL;0;17;WS;NULL;715;;NULL;WSInforest;24/04/2025 10:52;24/04/2025 10:52;2500030642
2500030641;1;;2;NULL;1;4;112;NULL;0;7;WS;NULL;2210862770;;NULL;WSInforest;24/04/2025 10:51;24/04/2025 10:51;2500030641
2500030636;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2210862179;;NULL;WSInforest;24/04/2025 10:34;24/04/2025 10:34;2500030636
2500030633;1;;2;NULL;1;4;95;NULL;0;17;WS;NULL;3188;;NULL;WSInforest;24/04/2025 10:24;24/04/2025 10:24;2500030633
2500030627;1;;2;NULL;1;4;147;NULL;0;17;WS;NULL;9178;;NULL;WSInforest;24/04/2025 10:04;24/04/2025 10:04;2500030627
2500030624;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2210860879;;NULL;WSInforest;24/04/2025 10:00;24/04/2025 10:00;2500030624
2500030618;1;;2;NULL;1;4;32;NULL;0;7;WS;NULL;2210860079;;NULL;WSInforest;24/04/2025 9:37;24/04/2025 9:37;2500030618
2500030617;1;;2;NULL;1;4;58;NULL;0;17;WS;NULL;2266;;NULL;WSInforest;24/04/2025 9:26;24/04/2025 9:26;2500030617
2500030615;1;;2;NULL;1;4;90,5;NULL;0;17;WS;NULL;9931;;NULL;WSInforest;24/04/2025 9:17;24/04/2025 9:17;2500030615
2500030614;1;;2;NULL;1;4;115;NULL;0;17;WS;NULL;8899;;NULL;WSInforest;24/04/2025 9:16;24/04/2025 9:16;2500030614
2500030613;1;;2;NULL;1;4;52;NULL;0;7;WS;NULL;2210859336;;NULL;WSInforest;24/04/2025 9:13;24/04/2025 9:13;2500030613
2500030608;1;;2;NULL;1;4;115;NULL;0;17;WS;NULL;1265;;NULL;WSInforest;24/04/2025 8:27;24/04/2025 8:27;2500030608
2500030607;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2210857551;;NULL;WSInforest;24/04/2025 8:06;24/04/2025 8:06;2500030607
2500030606;1;;2;NULL;1;4;24,9;NULL;0;7;WS;NULL;2210857328;;NULL;WSInforest;24/04/2025 7:55;24/04/2025 7:55;2500030606
2500030605;1;;2;NULL;1;4;79,8;NULL;0;7;WS;NULL;2210857217;;NULL;WSInforest;24/04/2025 7:47;24/04/2025 7:47;2500030605
2500030604;1;;2;NULL;1;4;24,9;NULL;0;9;WS;NULL;1529762790;;NULL;WSInforest;24/04/2025 7:39;24/04/2025 7:39;2500030604
2500030601;1;;2;NULL;1;4;36;NULL;0;17;WS;NULL;2562;;NULL;WSInforest;23/04/2025 23:55;23/04/2025 23:55;2500030601
2500030595;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2210848826;;NULL;WSInforest;23/04/2025 21:41;23/04/2025 21:41;2500030595
2500030591;1;;2;NULL;1;4;105,8;NULL;0;17;WS;NULL;3801;;NULL;WSInforest;23/04/2025 21:24;23/04/2025 21:24;2500030591
2500030590;1;;2;NULL;1;4;25,9;NULL;0;9;WS;NULL;1529624297;;NULL;WSInforest;23/04/2025 21:22;23/04/2025 21:22;2500030590
2500030586;1;;2;NULL;1;4;8,9;NULL;0;7;WS;NULL;2210845781;;NULL;WSInforest;23/04/2025 21:10;23/04/2025 21:10;2500030586
2500030585;1;;2;NULL;1;4;109;NULL;0;17;WS;NULL;7839;;NULL;WSInforest;23/04/2025 21:09;23/04/2025 21:09;2500030585
2500030584;1;;2;NULL;1;4;16,9;NULL;0;9;WS;NULL;1529629461;;NULL;WSInforest;23/04/2025 21:05;23/04/2025 21:05;2500030584
2500030582;1;;2;NULL;1;4;84;NULL;0;7;WS;NULL;2210844770;;NULL;WSInforest;23/04/2025 21:02;23/04/2025 21:02;2500030582
2500030580;1;;2;NULL;1;4;76,9;NULL;0;7;WS;NULL;2210843729;;NULL;WSInforest;23/04/2025 20:52;23/04/2025 20:52;2500030580
2500030579;1;;2;NULL;1;4;47,8;NULL;0;7;WS;NULL;2210843472;;NULL;WSInforest;23/04/2025 20:50;23/04/2025 20:50;2500030579
2500030575;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2210842735;;NULL;WSInforest;23/04/2025 20:43;23/04/2025 20:43;2500030575
2500030574;1;;2;NULL;1;4;47,7;NULL;0;7;WS;NULL;2210841620;;NULL;WSInforest;23/04/2025 20:35;23/04/2025 20:35;2500030574
2500030573;1;;2;NULL;1;4;153,3;NULL;0;7;WS;NULL;2210841565;;NULL;WSInforest;23/04/2025 20:35;23/04/2025 20:35;2500030573
2500030568;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2210838993;;NULL;WSInforest;23/04/2025 20:14;23/04/2025 20:14;2500030568
2500030560;1;;2;NULL;1;4;25,9;NULL;0;7;WS;NULL;2210833604;;NULL;WSInforest;23/04/2025 19:33;23/04/2025 19:33;2500030560
2500030555;1;;2;NULL;1;4;99,6;NULL;0;7;WS;NULL;2210831998;;NULL;WSInforest;23/04/2025 19:21;23/04/2025 19:21;2500030555
2500030550;1;;2;NULL;1;4;135,2;NULL;0;7;WS;NULL;2210830773;;NULL;WSInforest;23/04/2025 19:11;23/04/2025 19:11;2500030550
2500030542;1;;2;NULL;1;4;41,7;NULL;0;7;WS;NULL;2210827838;;NULL;WSInforest;23/04/2025 18:45;23/04/2025 18:45;2500030542
2500030539;1;;2;NULL;1;4;55,9;NULL;0;17;WS;NULL;4862;;NULL;WSInforest;23/04/2025 18:42;23/04/2025 18:42;2500030539
2500030535;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2210826210;;NULL;WSInforest;23/04/2025 18:28;23/04/2025 18:28;2500030535
2500030534;1;;2;NULL;1;4;97;NULL;0;7;WS;NULL;2210826087;;NULL;WSInforest;23/04/2025 18:27;23/04/2025 18:27;2500030534
2500030531;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2210825363;;NULL;WSInforest;23/04/2025 18:19;23/04/2025 18:19;2500030531
2500030529;1;;2;NULL;1;4;18,9;NULL;0;7;WS;NULL;2210825221;;NULL;WSInforest;23/04/2025 18:18;23/04/2025 18:18;2500030529
2500030522;1;;2;NULL;1;4;24,9;NULL;0;7;WS;NULL;2210824179;;NULL;WSInforest;23/04/2025 18:05;23/04/2025 18:05;2500030522
2500030519;1;;2;NULL;1;4;35;NULL;0;7;WS;NULL;2210823248;;NULL;WSInforest;23/04/2025 17:53;23/04/2025 17:53;2500030519
2500030518;1;;2;NULL;1;4;70;NULL;0;7;WS;NULL;2210823210;;NULL;WSInforest;23/04/2025 17:52;23/04/2025 17:52;2500030518
2500030512;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2210822613;;NULL;WSInforest;23/04/2025 17:43;23/04/2025 17:43;2500030512
2500030509;1;;2;NULL;1;4;55,9;NULL;0;17;WS;NULL;4547;;NULL;WSInforest;23/04/2025 17:33;23/04/2025 17:33;2500030509
2500030501;1;;2;NULL;1;4;149,7;NULL;0;7;WS;NULL;2210820812;;NULL;WSInforest;23/04/2025 17:17;23/04/2025 17:17;2500030501
2500030497;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2210820227;;NULL;WSInforest;23/04/2025 17:09;23/04/2025 17:09;2500030497
2500030493;1;;2;NULL;1;4;16;NULL;0;7;WS;NULL;2210820066;;NULL;WSInforest;23/04/2025 17:05;23/04/2025 17:05;2500030493
2500030492;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2210819742;;NULL;WSInforest;23/04/2025 17:00;23/04/2025 17:00;2500030492
2500030491;1;;2;NULL;1;4;115;NULL;0;17;WS;NULL;393;;NULL;WSInforest;23/04/2025 16:57;23/04/2025 16:57;2500030491
2500030488;1;;2;NULL;1;4;141;NULL;0;7;WS;NULL;2210819248;;NULL;WSInforest;23/04/2025 16:53;23/04/2025 16:53;2500030488
2500030485;1;;2;NULL;1;4;119;NULL;0;7;WS;NULL;2210818598;;NULL;WSInforest;23/04/2025 16:43;23/04/2025 16:43;2500030485
2500030483;1;;2;NULL;1;4;41,8;NULL;0;7;WS;NULL;2210818097;;NULL;WSInforest;23/04/2025 16:35;23/04/2025 16:35;2500030483
2500030482;1;;2;NULL;1;4;36;NULL;0;7;WS;NULL;2210818064;;NULL;WSInforest;23/04/2025 16:35;23/04/2025 16:35;2500030482
2500030476;1;;2;NULL;1;4;36;NULL;0;17;WS;NULL;8718;;NULL;WSInforest;23/04/2025 16:13;23/04/2025 16:13;2500030476
2500030474;1;;2;NULL;1;4;74,9;NULL;0;7;WS;NULL;2210816633;;NULL;WSInforest;23/04/2025 16:13;23/04/2025 16:13;2500030474
2500030464;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2210814582;;NULL;WSInforest;23/04/2025 15:42;23/04/2025 15:42;2500030464
2500030463;1;;2;NULL;1;4;32;NULL;0;7;WS;NULL;2210814491;;NULL;WSInforest;23/04/2025 15:41;23/04/2025 15:41;2500030463
2500030460;1;;2;NULL;1;4;66,9;NULL;0;7;WS;NULL;2210813922;;NULL;WSInforest;23/04/2025 15:32;23/04/2025 15:32;2500030460
2500030458;1;;2;NULL;1;4;64,7;NULL;0;7;WS;NULL;2210813766;;NULL;WSInforest;23/04/2025 15:30;23/04/2025 15:30;2500030458
2500030451;1;;2;NULL;1;4;290;NULL;0;17;WS;NULL;7781;;NULL;WSInforest;23/04/2025 15:16;23/04/2025 15:16;2500030451
2500030448;1;;2;NULL;1;4;35;NULL;0;7;WS;NULL;2210812434;;NULL;WSInforest;23/04/2025 15:10;23/04/2025 15:10;2500030448
2500030446;1;;2;NULL;1;4;49,9;NULL;0;17;WS;NULL;6276;;NULL;WSInforest;23/04/2025 15:02;23/04/2025 15:02;2500030446
2500030445;1;;2;NULL;1;4;101;NULL;0;17;WS;NULL;9648;;NULL;WSInforest;23/04/2025 14:56;23/04/2025 14:56;2500030445
2500030439;1;;2;NULL;1;4;32;NULL;0;7;WS;NULL;2210810391;;NULL;WSInforest;23/04/2025 14:40;23/04/2025 14:40;2500030439
2500030437;1;;2;NULL;1;4;98;NULL;0;17;WS;NULL;792;;NULL;WSInforest;23/04/2025 14:36;23/04/2025 14:36;2500030437
2500030436;1;;2;NULL;1;4;15,9;NULL;0;7;WS;NULL;2210810022;;NULL;WSInforest;23/04/2025 14:36;23/04/2025 14:36;2500030436
2500030433;1;;2;NULL;1;4;87,9;NULL;0;17;WS;NULL;6015;;NULL;WSInforest;23/04/2025 14:24;23/04/2025 14:24;2500030433
2500030432;1;;2;NULL;1;4;55,9;NULL;0;17;WS;NULL;2283;;NULL;WSInforest;23/04/2025 14:21;23/04/2025 14:21;2500030432
2500030427;1;;2;NULL;1;4;40,7;NULL;0;7;WS;NULL;2210808014;;NULL;WSInforest;23/04/2025 14:10;23/04/2025 14:10;2500030427
2500030415;1;;2;NULL;1;4;52,9;NULL;0;7;WS;NULL;2210805141;;NULL;WSInforest;23/04/2025 13:38;23/04/2025 13:38;2500030415
2500030414;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2210805029;;NULL;WSInforest;23/04/2025 13:37;23/04/2025 13:37;2500030414
2500030410;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2210803730;;NULL;WSInforest;23/04/2025 13:25;23/04/2025 13:25;2500030410
2500030407;1;;2;NULL;1;4;182;NULL;0;7;WS;NULL;2210803589;;NULL;WSInforest;23/04/2025 13:24;23/04/2025 13:24;2500030407
2500030404;1;;2;NULL;1;4;151,9;NULL;0;7;WS;NULL;2210802642;;NULL;WSInforest;23/04/2025 13:15;23/04/2025 13:15;2500030404
2500030403;1;;2;NULL;1;4;109;NULL;0;7;WS;NULL;2210802334;;NULL;WSInforest;23/04/2025 13:12;23/04/2025 13:12;2500030403
2500030401;1;;2;NULL;1;4;47,7;NULL;0;7;WS;NULL;2210802232;;NULL;WSInforest;23/04/2025 13:11;23/04/2025 13:11;2500030401
2500030392;1;;2;NULL;1;4;115;NULL;0;17;WS;NULL;871;;NULL;WSInforest;23/04/2025 12:48;23/04/2025 12:48;2500030392
2500030391;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2210799387;;NULL;WSInforest;23/04/2025 12:44;23/04/2025 12:44;2500030391
2500030390;1;;2;NULL;1;4;55,9;NULL;0;17;WS;NULL;9404;;NULL;WSInforest;23/04/2025 12:39;23/04/2025 12:39;2500030390
2500030389;1;;2;NULL;1;4;49,8;NULL;0;7;WS;NULL;2210798547;;NULL;WSInforest;23/04/2025 12:37;23/04/2025 12:37;2500030389
2500030388;1;;2;NULL;1;4;35,9;NULL;0;9;WS;NULL;1529096141;;NULL;WSInforest;23/04/2025 12:35;23/04/2025 12:35;2500030388
2500030387;1;;2;NULL;1;4;30,9;NULL;0;7;WS;NULL;2210798254;;NULL;WSInforest;23/04/2025 12:34;23/04/2025 12:34;2500030387
2500030385;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2210797694;;NULL;WSInforest;23/04/2025 12:29;23/04/2025 12:29;2500030385
2500030383;1;;2;NULL;1;4;38;NULL;0;7;WS;NULL;2210797148;;NULL;WSInforest;23/04/2025 12:24;23/04/2025 12:24;2500030383
2500030381;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2210796679;;NULL;WSInforest;23/04/2025 12:20;23/04/2025 12:20;2500030381
2500030379;1;;2;NULL;1;4;16,9;NULL;0;9;WS;NULL;1529093194;;NULL;WSInforest;23/04/2025 12:14;23/04/2025 12:14;2500030379
2500030376;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2210795837;;NULL;WSInforest;23/04/2025 12:11;23/04/2025 12:11;2500030376
2500030366;1;;2;NULL;1;4;105,4;NULL;0;7;WS;NULL;2210793727;;NULL;WSInforest;23/04/2025 11:40;23/04/2025 11:40;2500030366
2500030363;1;;2;NULL;1;4;50,9;NULL;0;17;WS;NULL;4602;;NULL;WSInforest;23/04/2025 11:32;23/04/2025 11:32;2500030363
2500030362;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2210792550;;NULL;WSInforest;23/04/2025 11:18;23/04/2025 11:18;2500030362
2500030349;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2210790362;;NULL;WSInforest;23/04/2025 10:24;23/04/2025 10:24;2500030349
2500030348;1;;2;NULL;1;4;69,6;NULL;0;17;WS;NULL;8321;;NULL;WSInforest;23/04/2025 10:18;23/04/2025 10:18;2500030348
2500030345;1;;2;NULL;1;4;59,8;NULL;0;7;WS;NULL;2210789414;;NULL;WSInforest;23/04/2025 10:00;23/04/2025 10:00;2500030345
